2.15,2.31,2.45
2.14,2.30,2.45
2.17,2.32,2.45
2.15,2.43,2.45
2.15,2.32,2.45
2.39,2.26,2.45
2.15,2.30,2.45
2.14,2.32,2.45
2.17,2.30,2.45
2.16,2.31,2.45
2.14,2.31,2.45
2.39,2.43,2.45
2.39,2.30,2.45
2.16,2.43,2.45
2.39,2.30,2.45
2.17,2.29,2.45
2.14,2.31,2.45
2.14,2.31,2.45
2.14,2.30,2.45
2.14,2.32,2.45
2.14,2.32,2.45
2.14,2.33,2.45
2.39,2.28,2.45
2.14,2.30,2.45
2.14,2.43,2.45
2.14,2.33,2.45
2.14,2.43,2.45
2.17,2.43,2.45
2.14,2.32,2.45
2.17,2.33,2.45
2.14,2.32,2.45
2.39,2.29,2.45
2.14,2.31,2.45
2.14,2.31,2.45
2.39,2.28,2.45
2.14,2.34,2.45
2.16,2.34,2.45
2.39,2.44,2.45
2.14,2.30,2.45
2.14,2.32,2.45
2.14,2.32,2.45
2.17,2.43,2.45
2.17,2.31,2.45
2.14,2.34,2.45
2.17,2.43,2.45
2.14,2.33,2.45
2.15,2.31,2.45
2.39,2.43,2.45
